"Julian Day","Chamber Number","Measurement Duration (s)","        Mean CO2 (ppm)","        Mean CH4 (ppm)","        Mean N2O (ppm)","        Mean NH3 (ppm)","        Mean H2O (ppm)","     Chem Detect (0/1)","   Cav. Pressure (kPa)","Cav. Temperature (K)","   Water Content (fraction)","Chamber Temperature (K)","Chamber Pressure (kPa)","    Flux CO2 (L) (umol/m^2/s)","    Flux CO2 (E) (umol/m^2/s)","    Flux CH4 (L) (nmol/m^2/s)","    Flux CH4 (E) (nmol/m^2/s)","    Flux N2O (L) (nmol/m^2/s)","    Flux N2O (E) (nmol/m^2/s)","    Flux NH3 (L) (umol/m^2/s)","    Flux NH3 (E) (umol/m^2/s)","  e_Flux CO2 (L) (umol/m^2/s)","  e_Flux CO2 (E) (umol/m^2/s)","  e_Flux CH4 (L) (nmol/m^2/s)","  e_Flux CH4 (E) (nmol/m^2/s)","  e_Flux N2O (L) (nmol/m^2/s)","  e_Flux N2O (E) (nmol/m^2/s)","  e_Flux NH3 (L) (umol/m^2/s)","  e_Flux NH3 (E) (umol/m^2/s)","Metadata"
41.290854,5,290,1074.12027813,35.10967966,0.35972331,504.33856636,0.83786881,1.00000000,18.66521804,318.14990930,0.00659108,281.47039043,97.54000000,108.01131074,108.16725226,8471.62322734,8488.47425778,2.57978382,28.44098562,2.59709749,1.36979704,1.35552174,0.81167657,148.70985922,955.85141419,0.32722459,1114.88840204,0.34720420,6.90610094,"Measurement #0065  from Forerunner Autochamber # 5"
41.323086,1,289,3196.13299945,35.84711585,0.88592544,117.25479169,1.28165894,1.00000000,18.66641315,318.15065769,0.01159130,283.93323099,97.90000000,273.10626519,292.70387044,3627.10430014,4318.89869667,56.28270250,57.07496069,-2.87744680,-6.20583008,1.30603649,1.47870411,19.90650486,588.82582994,0.32008662,1334.13062394,0.04152196,0.19843677,"Measurement #0066  from Forerunner Autochamber # 1"
41.327171,2,292,4759.78067127,32.75142232,1.17925862,120.68130401,1.33588850,1.00000000,18.66567141,318.15096834,0.01179002,284.37494482,97.59000000,637.94924602,639.62502975,5156.57333277,5176.85037673,121.11299925,121.22992283,-0.83262652,-0.83510988,7.14362200,0.66497793,50.08032838,509.43735015,1.52024388,774.12831564,0.00812278,0.56899190,"Measurement #0067  from Forerunner Autochamber # 2"
41.331199,3,289,5257.37385510,74.56436331,1.57540219,122.50696653,1.39840133,1.00000000,18.66560574,318.15036649,0.01297450,285.02273484,98.03000000,950.52479568,956.30856605,17976.82804672,18081.96622619,230.68178565,231.91287836,-0.88684484,-0.89099683,2.82289957,0.97426367,58.47496921,813.15536452,0.65888937,700.41786624,0.00420993,0.66334104,"Measurement #0068  from Forerunner Autochamber # 3"
41.335247,4,290,1036.16505728,31.95039259,0.38479064,1523.00855565,1.05005268,1.00000000,18.66517357,318.15061447,0.00812412,283.97035123,98.24000000,59.24309779,59.64978591,4006.64885730,4025.25287464,4.86887713,9.29003891,60.79677463,60.80629092,0.30241025,1.05385033,20.55306484,737.40898586,0.13614423,1345.08326709,0.93720432,1.01428790,"Measurement #0069  from Forerunner Autochamber # 4"
41.339360,5,289,1127.59868313,35.12963728,0.38505538,600.73364624,1.07565965,1.00000000,18.66537077,318.15056199,0.00839705,285.58437508,98.33000000,116.52756692,116.66002734,7663.66383029,7673.64764752,4.17545145,23.55670905,-0.06780694,-0.06779042,0.90695538,0.74278252,56.62100281,754.32962170,0.15242126,293.93918355,0.10825743,0.43420449,"Measurement #0070  from Forerunner Autochamber # 5"
41.371569,1,288,3137.82644143,20.64886867,0.94325948,121.38520155,1.42804590,1.00000000,18.66627372,318.15134390,0.00800708,289.16239569,97.93000000,166.61903587,276.58904098,1144.09908734,2523.92217122,37.96825504,53.87758427,-0.75665987,-0.75606701,1.33123622,0.08995459,15.45830470,93.69595048,0.23068618,150.61353057,0.03770421,1.23199624,"Measurement #0071  from Forerunner Autochamber # 1"
41.375637,2,287,4552.92930088,33.24454891,1.08610267,144.16722798,1.67002354,1.00000000,18.66582927,318.15150121,0.01525008,289.49039093,99.34000000,552.51717379,555.97162686,4756.69290518,4817.54853446,91.90102775,92.39129999,-1.34874638,-1.36588583,1.70835584,1.66944129,12.58696126,713.22694850,0.37560389,493.21563219,0.00326004,0.77844548,"Measurement #0072  from Forerunner Autochamber # 2"
41.379729,3,295,5058.82627600,69.51787619,1.75560841,150.81564991,1.76642176,1.00000000,18.66561498,318.15148751,0.01627010,289.98898916,98.15000000,774.44459392,781.89699159,14793.46286039,15623.05610546,201.07457922,201.98429748,-1.20830331,-1.21001364,9.69784883,1.61593797,126.62970302,4715.67727540,2.85032273,1171.82615484,0.01777382,0.29269601,"Measurement #0073  from Forerunner Autochamber # 3"
41.383731,4,285,1159.46090238,36.46190110,0.41252095,2074.47750257,0.97788059,1.00000000,18.66525829,318.15097803,0.00655704,292.78994908,98.84000000,121.97992065,122.11111608,6575.62070536,6602.49744559,14.63063773,14.73084916,225.21867233,225.22599425,0.56179911,0.58886961,24.19007161,918.18958048,0.15613324,1041.91577977,1.53396625,1.03666586,"Measurement #0074  from Forerunner Autochamber # 4"
41.387828,5,288,1280.07604346,39.79129267,0.42076786,830.83156384,1.09224223,1.00000000,18.66522616,318.15112727,0.00814901,290.64818875,99.15000000,125.02250652,125.67229332,7261.50485391,7302.94581897,7.62515831,29.58602760,25.48438389,25.50773631,1.19883473,1.72277322,60.78423263,1749.12415462,0.34685488,517.21841042,0.68476894,1.79888965,"Measurement #0075  from Forerunner Autochamber # 5"
41.420045,1,288,2393.58326801,32.55191513,0.84898535,155.66009651,1.46367456,1.00000000,18.66642530,318.15099182,0.01701702,291.64662034,97.98000000,214.16098895,214.43206414,4015.70989633,4027.46827369,58.49791490,58.56769837,-4.48653917,-4.47449107,1.69076294,0.44144353,28.72831486,1275.66048679,0.50275430,1240.25085666,0.10278652,0.59137498,"Measurement #0076  from Forerunner Autochamber # 1"
41.424099,2,287,5246.48862304,38.52588876,1.16743129,200.03750811,2.09933279,1.00000000,18.66552634,318.15133265,0.01903313,292.02452699,100.59000000,609.06820227,640.47200704,5166.00710096,5814.03565115,97.13020244,98.30815341,-2.43579876,-2.69386667,1.93159353,1.01028464,15.85754552,285.34975188,0.38692172,751.98827294,0.00282207,0.08222728,"Measurement #0077  from Forerunner Autochamber # 2"
41.428208,3,293,5019.23218879,64.36605083,1.73105469,176.88123898,1.89033893,1.00000000,18.66544928,318.15068837,0.01749069,292.23798109,98.07000000,875.34995529,1016.08586273,14415.71668130,20661.30190858,237.44176193,302.45157048,-0.97983008,-0.98745899,7.57570213,1.92617044,241.23390848,1010.42788820,2.20195520,849.92770544,0.00659901,1.85476904,"Measurement #0078  from Forerunner Autochamber # 3"
41.432256,4,293,989.82218588,27.79627138,0.39879299,2465.53231396,0.97318007,1.00000000,18.66526868,318.15050813,0.00643967,292.89374826,97.89000000,65.36297212,65.61226285,3821.29537047,3826.92747270,6.73363456,10.81142705,144.64798369,144.68611279,0.50127913,0.47666690,25.46559622,284.23614201,0.07630103,203.25772101,1.43765480,0.44352218,"Measurement #0079  from Forerunner Autochamber # 4"
41.436335,5,290,1229.27578771,41.27958709,0.37222055,783.24318604,1.03298562,1.00000000,18.66499858,318.15071455,0.00970708,292.91963246,98.62000000,145.11946523,145.26530658,8784.86397278,8806.37633023,6.16608741,17.43091497,7.60447829,7.60335245,2.08619469,1.38910784,114.57054591,108.50588279,0.46670994,796.68166468,2.49745938,2.09806249,"Measurement #0080  from Forerunner Autochamber # 5"
41.468562,1,284,1814.63460795,7.61059746,0.60360437,162.39750012,1.88269554,1.00000000,18.66634246,318.15065285,0.00808379,293.65913657,97.95000000,48.25532494,270.55621813,318.37764361,635.75822003,6.97295460,45.00568709,-0.23554222,-0.23516652,0.98189496,0.25803201,4.67413049,1004.23221171,0.16412579,386.08354609,0.05378039,1.00751421,"Measurement #0081  from Forerunner Autochamber # 1"
41.472610,2,290,5144.50863369,35.98807420,1.17439352,209.65186281,2.15530134,1.00000000,18.66579196,318.15121778,0.01963592,293.88438030,101.53000000,540.85455887,547.54943785,4593.41761559,4774.52268841,92.64793418,93.56663986,-2.10200805,-2.15460755,3.96758434,0.83847451,32.45749884,3215.61074429,0.84638475,736.32184497,0.00674283,1.95568750,"Measurement #0082  from Forerunner Autochamber # 2"
41.476638,3,287,3489.83588562,44.81837514,1.24841203,1765.55283027,2.01384977,1.00000000,18.66530742,318.15030280,0.01878125,293.68426112,98.06000000,605.64990963,608.12182466,10907.73652460,10953.40048380,161.44630309,161.90465079,5.71325153,5.70570958,8.52839391,5.31081724,134.96033781,5212.27660373,2.68921005,3719.64516212,0.32566188,2.36611820,"Measurement #0083  from Forerunner Autochamber # 3"
41.480764,4,292,1157.25783036,31.77936512,0.46626529,2442.30503577,0.95669769,1.00000000,18.66536979,318.15013275,0.00699621,293.63398747,98.06000000,102.02127101,102.38793309,5049.52204253,5062.22210428,15.02459609,39.12742482,159.56806040,159.67184078,1.16860219,0.37391767,58.90091673,378.56472381,0.60257396,940.30716062,5.05392484,1.02105112,"Measurement #0084  from Forerunner Autochamber # 4"
41.484818,5,295,1271.21257482,34.06612455,0.41832906,898.81866430,1.13136362,1.00000000,18.66522546,318.15067286,0.00770039,294.18167743,98.60000000,113.44354081,113.49136012,5700.71127273,5706.70922607,-1.25988883,-43.65827876,23.27341969,23.37741613,1.39797385,0.61844190,55.55717091,660.28315446,0.24805544,337.09141876,0.30141472,1.43473601,"Measurement #0085  from Forerunner Autochamber # 5"
41.517031,1,290,2704.32960478,11.68670385,0.88535987,171.39747366,1.68795076,0.00000000,18.66649160,318.15051584,0.01998997,295.29069568,97.83000000,175.35291817,176.11935341,823.18090039,824.03724864,42.73468082,42.88614593,-3.25085814,-48.47696728,0.41704317,0.95115178,4.45940803,1753.76470167,0.10918719,449.41938259,0.06665296,0.03224552,"Measurement #0086  from Forerunner Autochamber # 1"
41.521117,2,287,5248.91672271,35.15643859,1.10694869,253.28050710,2.32901632,1.00000000,18.66574777,318.15139077,0.02119961,295.43192087,102.22000000,657.55896704,714.57299786,4772.00689428,5905.07503657,97.04289567,104.38912833,-2.92474119,-3.09827265,4.27824557,4.59685597,35.90241531,1230.86852487,0.70817514,8176.76953721,0.00598467,1.19757095,"Measurement #0087  from Forerunner Autochamber # 2"
41.525147,3,286,3738.22708266,52.72290672,1.38406638,2935.53519206,2.18869769,1.00000000,18.66548620,318.15164034,0.02051078,295.85106341,97.92000000,677.01900669,679.43730938,14182.45893132,14210.25560294,198.73870165,199.15110651,16.08129299,16.09578783,12.23611931,0.30946088,462.03389286,776.00120651,3.89607834,595.52940383,1.24091646,0.52235555,"Measurement #0088  from Forerunner Autochamber # 3"
41.529189,4,290,1170.65714431,37.11116531,0.42397777,2053.05644939,0.84795995,1.00000000,18.66517109,318.15074012,0.00648479,295.82795345,98.58000000,118.61139372,119.43987293,6221.58621787,7594.60372239,10.58261534,10.67499437,115.65726735,115.62128646,2.38928818,37.18762772,100.14795125,3160.80831428,0.48824689,122650.12388070,3.02918570,0.31353082,"Measurement #0089  from Forerunner Autochamber # 4"
41.533242,5,285,1087.88925733,28.52385824,0.37713466,861.85111404,1.01369883,1.00000000,18.66507425,318.15105801,0.00748921,295.85106341,98.52000000,115.94870177,115.95820299,5897.77248734,5899.09456667,1.67006114,1.67058029,24.21193463,24.20541166,3.29186712,0.95937128,149.75249643,1075.32922467,0.18148366,11033.70079795,0.97674742,0.95483329,"Measurement #0090  from Forerunner Autochamber # 5"
41.565527,1,287,1930.60394451,8.63163167,0.77285171,191.83864643,1.70179296,0.00000000,18.66652400,318.15159188,0.00716296,296.95917463,97.71000000,102.48064582,102.73736866,484.26773965,484.60376623,26.45565116,26.56349121,-0.26626849,-0.26578748,0.54874894,1.40680065,4.38839735,2185.40947558,0.15301350,1363.93205715,0.04930582,1.33157107,"Measurement #0091  from Forerunner Autochamber # 1"
41.569581,2,286,5200.17778676,15.86864901,0.84711692,280.64287593,2.57280999,1.00000000,18.66575746,318.15415317,0.02331382,297.15771949,102.87000000,335.54016243,472.02049804,945.53123985,1894.25022162,34.35964751,34.89659847,-3.18380988,-4.27048683,1.02364063,0.69741665,6.15259226,541.86997015,0.09579242,12098.63351962,0.00616496,0.19405948,"Measurement #0092  from Forerunner Autochamber # 2"
41.573653,3,290,3276.80579977,44.81266518,1.23745222,2936.07332851,2.39812166,1.00000000,18.66550241,318.15611675,0.02210536,297.28925643,97.82000000,504.60808431,505.81841448,10293.15071740,10307.36195537,145.92018619,145.89734993,-20.93245086,-68.97520146,4.45586237,0.23970753,85.23128377,405.53634506,1.45506180,187.48293223,0.47065746,0.18644482,"Measurement #0093  from Forerunner Autochamber # 3"
41.577707,4,290,1050.65515694,27.46880987,0.43308622,2413.06944717,0.97535801,1.00000000,18.66521494,318.15527488,0.00590294,296.30902497,98.50000000,57.66380392,96.26076155,2661.51615043,4309.97975952,6.31522706,23.17195735,154.29216660,154.90353912,0.39292621,0.33457959,17.44828542,374.45125439,0.10050232,217.06457569,0.71711479,0.93401526,"Measurement #0094  from Forerunner Autochamber # 4"
41.581780,5,290,1177.70300281,29.42925222,0.35686641,865.33214509,1.00723630,1.00000000,18.66523378,318.15476181,0.00575703,296.93702139,98.35000000,104.99681540,105.21988896,4428.72029526,4436.89417570,2.12513837,3.86810954,33.88056367,34.12751146,1.32452118,0.57261532,48.03335267,1042.99181639,0.12365478,7563.46477455,0.58127917,15.61777786,"Measurement #0095  from Forerunner Autochamber # 5"
41.614028,1,290,1008.80496738,3.03347866,0.44886471,192.00724601,1.57996090,0.00000000,18.66652849,318.15200583,0.00699192,298.48636910,97.65000000,39.47636416,39.55663255,79.01830523,79.92950653,5.26686745,5.27022991,0.44665034,0.44573456,0.55139607,0.69789744,0.39020469,44787.59982456,0.02952062,977.75569993,0.02521524,0.56004657,"Measurement #0096  from Forerunner Autochamber # 1"
41.618100,2,290,3380.17643049,7.10543851,0.70936544,312.08452715,2.73841963,0.00000000,18.66579674,318.15460308,0.02453070,298.54900014,103.78000000,212.92510651,225.54298938,391.04589674,438.81540064,26.12337789,26.22766879,-3.90191974,-4.63925846,0.52346231,9.33648215,1.18985550,4495.53807596,0.07070797,2478.61140966,0.00278044,0.29340816,"Measurement #0097  from Forerunner Autochamber # 2"
41.622190,3,295,2931.67393877,37.04534599,1.08215885,3771.03753591,2.58406872,1.00000000,18.66533554,318.15606008,0.02385853,299.28930510,97.85000000,400.29437353,400.73294031,6809.05748081,6824.94459112,109.66635033,109.74873406,18.20650003,18.18871284,4.84764452,1.42062864,60.27876431,1427.43598538,1.95086120,1029.40649069,1.62319125,0.99754912,"Measurement #0098  from Forerunner Autochamber # 3"
41.626239,4,293,1231.81400602,32.57614541,0.42610661,2041.81858952,0.79797794,1.00000000,18.66532093,318.15441149,0.00586552,297.37658467,98.38000000,101.03190931,130.71451589,4100.60699459,4668.95465134,12.27568686,14.21672289,134.34971842,134.51295703,0.68276519,0.34715090,22.98203507,689.47443517,0.11241337,1504.77258535,1.49682558,0.20695849,"Measurement #0099  from Forerunner Autochamber # 4"
41.630317,5,292,1175.10098661,28.80926555,0.38377991,994.25870101,1.07836778,1.00000000,18.66528201,318.15304399,0.00656114,297.83038004,98.33000000,96.95977831,97.16253194,3987.13115941,3994.46096449,1.17466995,1.17464715,34.28595780,34.42331577,0.57133074,0.48928638,18.66273116,843.59808861,0.06437223,2025.27935868,0.24499562,0.79546448,"Measurement #0100  from Forerunner Autochamber # 5"
41.662518,1,285,931.46428240,2.18477653,0.42149509,204.97744119,1.62021785,0.00000000,18.66640957,318.15068232,0.00721581,298.50726251,97.65000000,30.37614258,41.73308259,11.06006729,11.09102169,4.63219855,4.67082287,0.55425241,-0.02181530,0.06120741,0.68649863,0.07403426,4109.04969690,0.01836639,13792.61504746,0.01523124,0.55654627,"Measurement #0101  from Forerunner Autochamber # 1"
41.666575,2,288,3728.55394447,10.69988710,0.80539668,358.07025111,3.05476909,0.00000000,18.66561802,318.15333626,0.02711945,299.87109334,104.96000000,218.60788216,356.95679006,468.91207102,1736.78103456,27.18564609,56.73168229,-5.21789625,-6.39595480,0.84958613,0.53601662,4.25783544,270.15991529,0.14951372,428.43660199,0.00534576,0.28088109,"Measurement #0102  from Forerunner Autochamber # 2"
41.670623,3,287,2550.99837700,33.92941319,1.04604576,4535.14719151,2.84300436,1.00000000,18.66545014,318.15439993,0.02633639,299.00384599,97.70000000,403.16689474,403.99072451,7678.51431887,7687.71819026,124.52094104,124.57796195,200.27954579,200.13333784,16.60153517,0.82558940,282.98397514,933.60611105,5.63694023,798.10940910,17.54556552,0.98758628,"Measurement #0103  from Forerunner Autochamber # 3"
41.674724,4,289,999.71238267,25.03180083,0.44333206,2430.16082612,0.88264327,1.00000000,18.66513888,318.15275547,0.00620782,298.14982027,98.87000000,86.39043763,86.44906166,4586.63772767,4591.90216764,13.37221220,13.37610014,203.72697712,203.73818114,1.75830478,1.07789034,101.71742796,705.74730012,0.51947738,1409.78105485,5.79271232,0.94046302,"Measurement #0104  from Forerunner Autochamber # 4"
41.678722,5,284,1327.34096040,33.83261837,0.41083925,1167.39749944,1.19949336,1.00000000,18.66524874,318.15090013,0.00743021,297.46362489,98.43000000,129.62696488,130.11664049,5173.03680084,5192.59449485,3.34572367,7.05242773,39.51331754,39.95145424,1.60564853,1.27067152,55.20593739,700.33256335,0.21127426,1222.16930854,1.06486449,10.52684964,"Measurement #0105  from Forerunner Autochamber # 5"
41.711043,1,290,2278.09263592,9.11513339,0.93421221,210.31569532,1.49577788,0.00000000,18.66627742,318.14581711,0.00893548,295.47882629,97.65000000,117.98941740,167.21412175,416.66359024,593.82456642,39.24016217,56.43588661,-0.63751251,-0.63889413,0.42457359,0.78342531,5.61911197,670.83106348,0.59522049,759.64648614,0.08649686,6646.51919281,"Measurement #0106  from Forerunner Autochamber # 1"
41.715078,2,288,4060.34464009,31.14572480,0.81600005,369.60873344,2.54253741,1.00000000,18.66571325,318.14775138,0.02313035,294.81432898,103.29000000,561.99023242,563.79767793,4948.07117208,4970.40022944,72.20663829,72.47925308,-5.98298930,-6.19074088,13.28800763,2.12387828,109.96070896,3029.06255720,1.97963690,2589.29731900,0.01721775,3.10209668,"Measurement #0107  from Forerunner Autochamber # 2"
41.719157,3,285,3763.71106727,52.06789558,1.53579761,1893.11425952,2.46729054,1.00000000,18.66553800,318.14876327,0.02291641,294.35353356,97.33000000,592.28167014,704.16324053,10624.25459260,10734.26844950,203.39492649,238.40606861,-47.99877078,-83.82496546,9.24757509,1.46738596,122.91191494,1274.75383306,2.86182215,1478.94116892,0.88925423,0.16030966,"Measurement #0108  from Forerunner Autochamber # 3"
41.723169,4,283,1096.27476873,32.29299991,0.45903384,2508.49371378,1.04863516,1.00000000,18.66528116,318.14833224,0.00772470,293.63398747,96.85000000,79.40937370,79.65065883,5162.44784248,5171.64728522,16.01458904,22.86991604,167.87407078,167.86900714,2.94302953,0.45447634,148.42767921,578.04194322,1.37901307,1671.92955905,1.53888049,1.15025987,"Measurement #0109  from Forerunner Autochamber # 4"
41.727241,5,290,1410.78838610,37.40254390,0.48767780,1121.23238397,1.31275143,1.00000000,18.66524604,318.14913101,0.00909560,293.63398747,96.98000000,121.00226456,121.57760253,5322.52165114,5346.78593273,7.13120403,81.59137544,28.32269062,28.47252537,0.75065711,0.48187514,26.37291767,2368.73428477,0.37036563,317.50265893,0.38173097,2.88150218,"Measurement #0110  from Forerunner Autochamber # 5"
41.759539,1,290,2756.29064343,12.00974673,1.07581234,202.23672637,1.61036811,0.00000000,18.66636432,318.14976967,0.01055246,292.76393339,97.69000000,138.06301425,201.86333943,506.76202095,913.22126023,46.13311182,64.14716918,-1.33586234,-3.79382649,0.81606642,0.23669706,3.58924450,111.20102926,0.25989771,287.70563384,0.02664070,1.35156212,"Measurement #0111  from Forerunner Autochamber # 1"
41.763590,2,290,4836.74059044,36.84305908,0.87208576,307.77698727,2.21076473,1.00000000,18.66561001,318.15042106,0.02028773,292.13147754,102.00000000,633.44346120,637.08175054,5631.20477819,5673.19897734,73.12610826,73.53578328,-4.02521257,-4.90970372,1.55837405,1.03563703,15.22876438,2231.43612267,0.29289257,3314.58145585,0.01023143,0.66367901,"Measurement #0112  from Forerunner Autochamber # 2"
41.767612,3,282,3749.70478296,51.59997174,1.46351040,1832.65769540,2.11677449,1.00000000,18.66532816,318.14927946,0.01984899,291.34569885,97.44000000,637.29522936,641.15310341,11811.28772436,11853.68190418,200.34552653,201.83489147,-1.89567596,-1.89425856,1.17327005,0.60182350,37.23660746,1434.31826909,0.36444104,1295.45595044,0.04980810,0.96114173,"Measurement #0113  from Forerunner Autochamber # 3"
41.771685,4,282,1063.24372686,28.98944347,0.42836226,2439.75903822,1.15430674,1.00000000,18.66524217,318.14985504,0.00794121,290.84543945,96.46000000,64.12914018,64.51259954,4054.03922463,4058.91571671,9.76031859,9.80143274,147.56083680,147.61140840,0.60917901,0.17559072,63.36687753,448.39954912,0.13508335,1032.86271224,2.05139310,0.30845527,"Measurement #0114  from Forerunner Autochamber # 4"
41.775732,5,285,1244.72901106,31.84126083,0.43896236,981.79260048,1.24738221,1.00000000,18.66537418,318.15020231,0.01000604,291.20772681,96.33000000,112.83972470,113.10390339,5497.28317259,5511.25597246,4.99814409,4.97778556,17.77594887,17.79755417,1.34212193,0.78522755,48.53978795,338.94622698,0.44812209,800.81645710,0.74722276,1.80161003,"Measurement #0115  from Forerunner Autochamber # 5"
41.808031,1,288,2773.97554788,14.66031837,1.11807532,179.96245937,1.49829825,0.00000000,18.66635565,318.15158576,0.01024355,290.84543945,97.71000000,125.66165995,179.46840642,511.19083917,961.82553018,41.35980184,62.60224703,-1.28199446,-1.27716265,0.44451624,0.58888110,9.12160465,363.27264084,0.58707218,510.06442324,0.06424519,1.14027318,"Measurement #0116  from Forerunner Autochamber # 1"
41.812138,2,293,4488.64674760,34.38129668,0.78198281,265.55591142,1.98855522,1.00000000,18.66567510,318.15023057,0.01843338,290.39229283,101.01000000,616.31835843,618.99655304,5633.49233496,5668.89490408,65.99533286,66.32122213,-3.59039539,-4.84459712,1.79609164,1.50755161,13.02473968,1409.52317007,0.21134863,1818.38033418,0.01049737,0.26394331,"Measurement #0117  from Forerunner Autochamber # 2"
41.816145,3,284,3598.96550531,47.61266305,1.35278505,1510.02712205,1.85187369,1.00000000,18.66548266,318.14791047,0.01735985,289.25227663,97.53000000,657.71833584,662.04373777,11808.20977478,11854.29812174,196.97760432,198.05187831,3.14462764,3.14705869,5.16799829,1.56153927,111.79772354,1834.30548423,1.72351391,2095.45597623,0.16092117,3.50710090,"Measurement #0118  from Forerunner Autochamber # 3"
41.820219,4,289,1020.12108406,29.70610218,0.37941232,2063.48131466,1.06415404,1.00000000,18.66540071,318.14862001,0.00762637,288.49318005,96.52000000,63.52924201,63.78063834,4152.06860117,4166.69701823,7.50273526,11.25968577,92.02847627,92.01455424,0.48333840,0.59586329,35.62840159,820.18439564,0.20598144,854.72591413,3.26213030,0.56472605,"Measurement #0119  from Forerunner Autochamber # 4"
41.824328,5,293,1279.06511611,37.33858583,0.37865785,889.71327403,1.23805151,1.00000000,18.66554373,318.14918563,0.00976682,288.33854264,96.48000000,122.27512070,122.35664177,6750.91645407,6757.83421483,1.57624033,2.54037042,10.25492220,10.33270971,2.37407293,0.84182915,107.08298774,398.41292940,0.05687298,260066.16260893,0.17494354,39.24980853,"Measurement #0120  from Forerunner Autochamber # 5"
41.856530,1,291,2720.47371719,29.84890042,1.03936792,169.10788714,1.28715812,0.00000000,18.66653775,318.14941108,0.01499957,287.06540247,97.72000000,250.43666460,251.16309831,3332.72782798,3353.55681535,75.98596553,76.18876132,-3.38658813,-3.38100410,3.79232745,0.57445848,43.54429745,461.71432180,1.17138473,1684.49675137,0.41974866,1.16375252,"Measurement #0121  from Forerunner Autochamber # 1"
41.860598,2,292,4440.03649149,33.19798446,0.76692416,222.75326582,1.63973171,1.00000000,18.66571071,318.15002860,0.01507601,286.93439987,99.59000000,645.45460007,646.83454506,5714.77230310,5729.37423324,65.65148183,65.77392774,-2.90420976,-4.03357814,8.06772860,0.62959077,55.10737692,439.46635036,0.87877177,765.28049140,0.02589154,0.18405908,"Measurement #0122  from Forerunner Autochamber # 2"
41.864677,3,289,3574.28921670,46.84002825,1.32565487,1186.64406275,1.55449070,1.00000000,18.66539787,318.14941851,0.01466849,286.50375260,97.56000000,632.74188791,635.10189743,11618.40719984,11643.60147598,184.30505903,184.72554674,12.23727150,31.68077034,13.03319972,2.69378906,249.63175216,840.87045113,4.17815746,1423.25460033,0.61709104,0.28665466,"Measurement #0123  from Forerunner Autochamber # 3"
41.868689,4,288,1076.49427536,32.45055191,0.43010051,2119.34232797,1.01114453,1.00000000,18.66522599,318.14941138,0.00789263,285.86040920,96.78000000,51.29543670,51.67610156,3997.72074140,4010.91634742,5.82233126,21.64923544,56.06855649,56.11158956,0.48488623,1.15516583,44.15394712,1095.27212956,0.09999589,556.32811724,0.68650190,1.41135470,"Measurement #0124  from Forerunner Autochamber # 4"
41.872735,5,291,1098.96275529,29.94267746,0.36308488,741.52588920,1.05844423,1.00000000,18.66509472,318.14946244,0.00969335,286.09940400,96.57000000,96.41879434,96.46824019,5876.28636553,5882.26218743,2.51519527,89.06119999,4.59002919,4.59000001,3.01131957,0.55345640,152.67984560,836.27229480,0.42763056,481.15670309,1.45820846,3.47158689,"Measurement #0125  from Forerunner Autochamber # 5"
41.904999,1,287,3403.96022404,26.97570398,1.25312970,146.69311928,1.32337845,1.00000000,18.66650378,318.14960112,0.01111284,286.13335608,97.74000000,205.97481307,282.79371827,1795.65587475,2909.94354921,64.73385954,85.80010946,-1.60038929,-5.91062286,2.10393178,0.31421488,26.12776524,230.36769839,0.27612396,352.22461600,0.04437567,3.47044222,"Measurement #0126  from Forerunner Autochamber # 1"
41.909108,2,295,4531.67436317,34.08019606,0.74317473,205.54470159,1.56925579,1.00000000,18.66564365,318.15017706,0.01446533,286.13335608,98.98000000,632.65772544,633.36752084,5554.82367308,5567.73477580,59.18925499,59.29865087,-2.87847878,-3.42915296,1.24791004,2.01581201,9.14954956,461.29574715,0.13085597,1493.65888780,0.00277303,0.56934717,"Measurement #0127  from Forerunner Autochamber # 2"
41.913174,3,294,3594.26847718,46.29425992,1.31951152,986.25239547,1.54449671,1.00000000,18.66515471,318.14991782,0.01461519,286.09940400,97.66000000,627.10998055,629.39935659,11380.71140433,11398.98889228,182.17181680,182.55698367,23.66995771,23.75165129,4.57035057,1.61287291,93.92724526,584.85893434,1.64155945,1465.42979340,0.09827739,0.82457891,"Measurement #0128  from Forerunner Autochamber # 3"
41.917156,4,284,996.49672636,30.91639501,0.39219679,1669.51112863,0.98863962,1.00000000,18.66520171,318.14967698,0.00717034,285.09365394,96.79000000,59.75224348,62.33416198,4269.84875322,4295.71752479,6.18277999,18.74430674,61.64633122,61.67572859,0.27815067,3.17855147,21.48496314,2332.86506194,0.18542070,569.94145703,1.32846460,0.48570821,"Measurement #0129  from Forerunner Autochamber # 4"
41.921207,5,291,1104.73692946,30.79237375,0.36169013,695.88101861,1.05377431,1.00000000,18.66514731,318.14957333,0.00852465,285.79169305,97.13000000,98.99370301,99.04978177,6057.86178533,6066.37827078,-0.33250301,-0.33198118,5.98849459,5.98391560,3.34427910,0.28524081,9.87822014,997.09402032,0.02229423,2105.63482572,0.04778739,4.49745897,"Measurement #0130  from Forerunner Autochamber # 5"
